h3_address,rolling_30d_mean_norm,rolling_7d_mean_norm,tile_crime_density_percentile,tile_momentum,neighbor_lag_1d_norm,lag_1d
8826641903fffff,0.0,0.0,0.029481132075471695,3.9078022376863206e-18,0.0,0.0
8826641907fffff,0.0,0.0,0.055424528301886794,3.3449984791067843e-07,0.0,0.0
8826641909fffff,0.0,0.0,0.12735849056603774,0.09271458010815241,0.0,0.0
882664190bfffff,0.0,0.0,0.05896226415094339,5.639597551002789e-07,0.0,0.0
882664190dfffff,0.0,0.0,0.08136792452830188,8.412824995557653e-05,0.0,0.0
8826641913fffff,0.4141798886894377,0.5916855552706253,0.455188679245283,1.299998423573888,0.0,0.0
8826641915fffff,0.0,0.0,0.11202830188679246,0.01106140772322177,0.0,0.0
8826641917fffff,0.13805996289647923,0.0,0.2818396226415094,0.9324560316892097,0.0,0.0
882664191dfffff,0.0,0.0,0.07665094339622641,1.1567863015087583e-05,0.0,0.0
8826641927fffff,0.0,0.0,0.0518867924528302,2.662778281624551e-07,0.0,0.0
882664192bfffff,0.0,0.0,0.08254716981132075,0.0002660804474961619,0.0,0.0
8826641931fffff,0.0,0.0,0.05660377358490567,9.503652967083209e-08,0.0,0.0
8826641933fffff,0.0,0.0,0.08608490566037735,3.115951985155933e-05,0.0,0.0
8826641939fffff,0.13805996289647923,0.0,0.3290094339622642,0.7863106249634243,0.0,0.0
882664193bfffff,0.8283597773788755,0.0,0.5589622641509434,0.557601559940631,0.0,0.0
8826641941fffff,0.13805996289647923,0.0,0.3443396226415094,0.37408557387687447,0.0,0.0
8826641943fffff,0.13805996289647923,0.5916855552706253,0.33608490566037735,1.0568581986650583,0.0,0.0
8826641945fffff,0.0,0.0,0.060141509433962265,1.2362257284708348e-07,0.0,0.0
8826641949fffff,0.27611992579295846,0.5916855552706253,0.5955188679245284,0.6808489834633401,0.0,0.3333333333333333
882664194bfffff,0.13805996289647923,0.0,0.27712264150943394,0.41570377254327945,0.0,0.0
882664194dfffff,0.0,0.0,0.14622641509433962,0.04756384634052652,4.141798886894377,0.0
8826641955fffff,0.13805996289647923,0.0,0.20400943396226415,0.24676829209914472,0.0,0.0
882664195dfffff,0.0,0.0,0.15683962264150944,0.307213649781522,0.0,0.0
8826641969fffff,0.4141798886894377,0.0,0.4658018867924529,0.40510413499584547,0.0,0.0
88266419e9fffff,0.0,0.0,0.11674528301886793,0.0015897382745561394,0.0,0.0
88266419edfffff,0.13805996289647923,0.0,0.39033018867924535,0.3251826404721839,0.0,0.0
8826641b21fffff,0.4141798886894377,0.0,0.43396226415094336,0.7393556497243546,0.0,0.0
8826641b23fffff,0.27611992579295846,0.5916855552706253,0.3643867924528302,0.9806860478743368,0.0,0.0
8826641b25fffff,0.13805996289647923,0.0,0.31014150943396224,0.5817500226079045,8.283597773788754,0.0
8826641b27fffff,0.4141798886894377,1.1833711105412505,0.36202830188679247,2.2956100621848456,4.141798886894377,0.0
8826641b29fffff,0.0,0.0,0.05306603773584906,2.370701320129829e-07,0.0,0.0
8826641b2bfffff,0.0,0.0,0.09198113207547169,8.67435921953883e-05,0.0,0.0
8826641b2dfffff,0.5522398515859169,1.1833711105412505,0.4162735849056604,1.7206163153157243,4.141798886894377,0.0
8826641b35fffff,0.0,0.0,0.2794811320754717,0.11960576630710489,0.0,0.0
8826641b37fffff,0.0,0.0,0.14386792452830188,0.05642957662628362,0.0,0.0
8826641b61fffff,0.0,0.0,0.0695754716981132,4.435056955390011e-06,0.0,0.0
8826641b65fffff,0.0,0.0,0.1403301886792453,0.04311547050069239,0.0,0.0
8826645201fffff,0.27611992579295846,1.1833711105412505,0.41273584905660377,1.9928632601123457,0.0,0.3333333333333333
8826645203fffff,0.13805996289647923,0.0,0.24646226415094338,0.4454638019938291,0.0,0.0
8826645205fffff,0.13805996289647923,0.5916855552706253,0.22877358490566038,3.1063858603663275,0.0,0.3333333333333333
